,dist_percentile,t_statistic,p_value
0,1.7000000000000002,0.42097648996025305,0.6781281584560156
1,3.4000000000000004,0.5201044809015438,0.6090881101314799
2,5.1,0.26873328127218993,0.7908205246071386
3,6.800000000000001,-0.1534210863685242,0.8793988444672249
4,8.5,-0.25953122903741155,0.7974642515948217
5,10.2,-0.590081652610789,0.5606936038514436
6,11.899999999999999,-0.8460642680354602,0.40595977470991906
7,13.600000000000001,-0.9871503071830361,0.3334644984867333
8,15.299999999999999,-1.0921542689397412,0.2856881572017644
9,16.900000000000002,-1.2392670469350349,0.22729006273973262
10,18.6,-1.3194361700837114,0.19954724323214246
11,20.3,-1.4626154652593684,0.1565671399722078
12,22.0,-1.5461136068356762,0.13517591697353928
13,23.7,-1.6765430068376401,0.10663123893844172
14,25.4,-1.7290663252598812,0.09665770528499275
15,27.1,-1.8222996635415982,0.08093832518228888
16,28.799999999999997,-2.0147898325858464,0.05529420897438236
17,30.5,-2.1500577081480805,0.04188689463668893
18,32.2,-2.212981987128764,0.03668005805801026
19,33.900000000000006,-2.2301887373543976,0.035353065132600926
20,35.6,-2.2644139529980714,0.03286265958415141
21,37.3,-2.2722240851046385,0.03232002925238351
22,39.0,-2.199167859457488,0.03774298700122724
23,40.699999999999996,-2.208547656247101,0.03700319782035354
24,42.4,-2.2124734160887303,0.03669781587046283
25,44.1,-2.219537040842988,0.036155035577217075
26,45.800000000000004,-2.207587634284631,0.037079020575683415
27,47.5,-2.1973619710070764,0.03788738200062291
28,49.2,-2.2063451964435905,0.03717571934862448
29,50.8,-2.192332151584704,0.038294113434913776
30,52.5,-2.1103900639730706,0.045439875587689436
31,54.2,-2.1003214247313653,0.04639834181488137
32,55.900000000000006,-2.1127280715962646,0.04522229115494194
33,57.599999999999994,-2.131687916523141,0.04347410745126779
34,59.3,-2.1244451363096375,0.04413638150598001
35,61.0,-2.1112985958079005,0.04535681683913925
36,62.7,-2.095210521374616,0.04689307789977101
37,64.4,-2.0939042377486468,0.047015900819375595
38,66.10000000000001,-2.101358037420501,0.046299831987307784
39,67.80000000000001,-2.1195377908834825,0.04459799997186566
40,69.5,-2.081742097200576,0.048213645865983215
41,71.2,-2.083970614038683,0.047989641260431384
42,72.89999999999999,-2.078775174681657,0.04850689914074237
43,74.6,-2.0875151212634098,0.0476456036615504
44,76.3,-2.0844190346908684,0.04795309412264527
45,78.0,-2.0732685944728053,0.04906328109887372
46,79.7,-2.072822098730939,0.04910787531594553
47,81.39999999999999,-2.063610074613415,0.05005238209057235
48,83.1,-2.0552497260802087,0.050921619703994635
49,84.7,-2.0673486321865195,0.04967961613361112
50,86.4,-2.068631407910174,0.049558231234507796
51,88.1,-2.0831040849207247,0.04811912913381255
52,89.8,-2.123122175529482,0.04431027064300712
53,91.5,-2.147777788329789,0.04210563527220542
54,93.2,-2.1702594196615665,0.04019623307767486
55,94.89999999999999,-2.1682005889628964,0.04039640543380228
56,96.6,-2.1848665135378975,0.03903289477769094
57,98.3,-2.1941691586354963,0.03829970695080123
58,100.0,-2.183691838899457,0.039176263113379815
