,dist_percentile,t_statistic,p_value
0,1.7000000000000002,-1.6438670185893232,0.1160575434625948
1,3.4000000000000004,-3.937686272140991,0.0009010512612223966
2,5.1,-3.5533257612654894,0.0029212944267920375
3,6.800000000000001,-3.3799233098969115,0.00332415126672917
4,8.5,-3.81602528499098,0.0010298159694382735
5,10.2,-3.2724323944818705,0.0035855096933055984
6,11.899999999999999,-3.409605201188495,0.0023926582266053523
7,13.600000000000001,-3.3798255971993174,0.0025774074769639287
8,15.299999999999999,-3.362877563745107,0.002617794758940809
9,16.900000000000002,-3.1108278349244185,0.004813163974210841
10,18.6,-3.01392549648602,0.0060957290178943555
11,20.3,-2.9397464292343467,0.007231447334819355
12,22.0,-2.6220882334068243,0.015084627245632412
13,23.7,-2.369261161207881,0.026381266793433184
14,25.4,-2.4351660817155607,0.02281973847205788
15,27.1,-2.2812277790786366,0.03191611302388654
16,28.799999999999997,-2.1065206867224378,0.045975756443995534
17,30.5,-1.906479236191329,0.0689999143109094
18,32.2,-1.879190087462598,0.07286133225088956
19,33.900000000000006,-1.7318340171692175,0.09658812305462816
20,35.6,-1.5737589851166094,0.1292702676977212
21,37.3,-1.5064091930819299,0.14565407304394407
22,39.0,-1.4318614704534665,0.16567918351720148
23,40.699999999999996,-1.3629543841025606,0.18604391509547025
24,42.4,-1.2948118518458445,0.20817599652339921
25,44.1,-1.270451061221814,0.21649549569379836
26,45.800000000000004,-1.2251876621356717,0.23275736302126515
27,47.5,-1.1733265805942026,0.25253809799360505
28,49.2,-1.1599143876320301,0.2578406446981706
29,50.8,-1.093899211227862,0.2852382866608902
30,52.5,-1.1327988746038062,0.26879647237332704
31,54.2,-1.0950021868870627,0.28471260212126254
32,55.900000000000006,-0.999836563851114,0.327699010665237
33,57.599999999999994,-0.9079329954945095,0.3732206612048984
34,59.3,-0.8769566454599477,0.3895086833160266
35,61.0,-0.840371923015897,0.40933783348754227
36,62.7,-0.8008693318641003,0.43141676530466233
37,64.4,-0.7121799944819193,0.48347785218670825
38,66.10000000000001,-0.6306323847163854,0.5344752481205953
39,67.80000000000001,-0.5475422709726979,0.5892925896919822
40,69.5,-0.5113692992851921,0.613967409387876
41,71.2,-0.4696079173481394,0.6430777346691876
42,72.89999999999999,-0.42750915618154417,0.6730075674069153
43,74.6,-0.40679459914466326,0.6879242405626265
44,76.3,-0.41403579558870085,0.682693365094834
45,78.0,-0.43642094390890257,0.6666009173054681
46,79.7,-0.39372507466317685,0.6973962311251913
47,81.39999999999999,-0.38720619808554985,0.7021504898004693
48,83.1,-0.3771118199406574,0.7095346601802069
49,84.7,-0.3453469397240257,0.7329453332803644
50,86.4,-0.29219300627939815,0.7727253868381991
51,88.1,-0.26350329425400454,0.7944763629945006
52,89.8,-0.1945171763317039,0.8474586130995939
53,91.5,-0.16800074411459298,0.8680277361837808
54,93.2,-0.15250837142617543,0.8800936281891485
55,94.89999999999999,-0.11996622154130353,0.9055325692164506
56,96.6,-0.07878757984946472,0.9378693724712885
57,98.3,-0.03838259483934129,0.9697069905853091
58,100.0,-0.008387662772807034,0.9933784904129253
