,dist_percentile,t_statistic,p_value
0,1.7000000000000002,1.0682150424295254,0.2992187519171568
1,3.4000000000000004,1.9678719814347714,0.06806756873045368
2,5.1,2.2170731596824997,0.04491546902240062
3,6.800000000000001,2.513025364943268,0.02597004358627416
4,8.5,3.07312206376868,0.008212815713949401
5,10.2,3.089288629177789,0.007800066265760125
6,11.899999999999999,3.5953220698482973,0.002613534536199809
7,13.600000000000001,3.7777960008077134,0.0018218832259562297
8,15.299999999999999,4.097431756233867,0.0009006832102222202
9,16.900000000000002,4.103348080662732,0.0008574370699240851
10,18.6,4.180378390525201,0.0007213331660746176
11,20.3,4.268221301490155,0.0005752487723254289
12,22.0,4.1785567912368995,0.0006838413351141183
13,23.7,4.1423413453810225,0.0007405771582480262
14,25.4,4.3837908046007295,0.00042889697178506416
15,27.1,4.368037504519377,0.00043824312899309946
16,28.799999999999997,4.424858374967923,0.00037621131688673603
17,30.5,4.402110858596866,0.0003904124760317969
18,32.2,4.470715352030153,0.0003211995984620455
19,33.900000000000006,4.37300028351936,0.0004015148469441988
20,35.6,4.3019382557520025,0.00046209393871727655
21,37.3,4.2334526324424955,0.000518467857530639
22,39.0,4.122946818713897,0.000639377702599559
23,40.699999999999996,4.1109055778277686,0.0006541142062129465
24,42.4,4.060191109140157,0.0007267405882558082
25,44.1,4.068249152881692,0.0006935613705027129
26,45.800000000000004,4.015063075607853,0.0007688459816185092
27,47.5,3.95930066393155,0.0008650130710717768
28,49.2,3.9941952195882418,0.0007931470216069018
29,50.8,3.9504443437833423,0.0008673057669176549
30,52.5,3.910956198089236,0.0009323753723815246
31,54.2,3.8445019205366084,0.0010936590162497618
32,55.900000000000006,3.7692108130617337,0.0012901249780781473
33,57.599999999999994,3.7171264236471404,0.0014344368650585457
34,59.3,3.6711554501411507,0.0015967569207724428
35,61.0,3.628819573678899,0.0017671137473208442
36,62.7,3.60314139810813,0.0018623806568050644
37,64.4,3.5380027424973792,0.0021603023759296644
38,66.10000000000001,3.4770762494780083,0.002482797977047702
39,67.80000000000001,3.4033107849145727,0.002953477436203676
40,69.5,3.3345985835183645,0.0034184277977605476
41,71.2,3.2883168688927578,0.0038082077715192683
42,72.89999999999999,3.2415241687343137,0.004275059188370465
43,74.6,3.2578200967114412,0.004139387563979283
44,76.3,3.2557558003502005,0.004205097880672313
45,78.0,3.2882253807564137,0.003927808647368151
46,79.7,3.2534551092353188,0.004239056802947002
47,81.39999999999999,3.2411139742817388,0.004402301681309709
48,83.1,3.2259327023133437,0.004594483949113741
49,84.7,3.2205123341641118,0.004683158798872985
50,86.4,3.202577227521923,0.004871356618833559
51,88.1,3.2183413510660075,0.004734815764384753
52,89.8,3.2016484937534657,0.004931415094322841
53,91.5,3.208607843565217,0.004888640790740976
54,93.2,3.22934047803077,0.004727016812945071
55,94.89999999999999,3.2248792018204586,0.004786611501839471
56,96.6,3.2179263017775837,0.004869784484377419
57,98.3,3.2041335339256083,0.005041975638438261
58,100.0,3.183858558392237,0.005290669063818646
