203,0
204,0
205,0
206,0
207,0
208,0
209,1
210,0
211,1
212,1
213,1
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,1
226,0
227,0
228,1
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,1
240,0
370,0
371,0
372,0
373,1
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,1
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,1
390,1
391,1
392,0
393,1
394,0
395,1
396,0
397,1
398,0
399,1
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,1
478,0
479,1
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,1
490,0
491,0
492,0
493,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
520,1
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,1
530,0
531,0
555,1
556,0
557,0
558,1
559,1
560,0
561,1
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,1
570,1
571,0
572,1
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,1
581,0
582,0
583,0
584,0
588,0
589,0
590,0
591,0
592,1
593,1
594,0
595,0
596,0
597,1
598,0
599,0
600,0
601,0
