,From,To,Mid,District,Floor,Top,BF_RUD,BF_RUD_AV,BF_RUD_TV,BF_INT,BF_INT_AV,BF_INT_TV,BF_ADV,BF_ADV_AV,BF_ADV_TV,CHH_RUD,CHH_RUD_AV,CHH_RUD_TV,CHH_INT,CHH_INT_AV,CHH_INT_TV,CHH_ADV,CHH_ADV_AV,CHH_ADV_TV,FC_RUD,FC_RUD_AV,FC_RUD_TV,FC_INT,FC_INT_AV,FC_INT_TV,FC_ADV,FC_ADV_AV,FC_ADV_TV,MSW_RUD,MSW_RUD_AV,MSW_RUD_TV,MSW_INT,MSW_INT_AV,MSW_INT_TV,MSW_ADV,MSW_ADV_AV,MSW_ADV_TV,MSL_RUD,MSL_RUD_AV,MSL_RUD_TV,MSL_INT,MSL_INT_AV,MSL_INT_TV,MSL_ADV,MSL_ADV_AV,MSL_ADV_TV,EMP_UN,EMP_UN_AV,EMP_UN_TV,EMP_AL,EMP_AL_AV,EMP_AL_TV,EMP_NAL,EMP_NAL_AV,EMP_NAL_TV
24,0,0.1,0.05,492,0.29532030574011,2.7033245758323687,22.22222222222222,16.0,72.0,6.944444444444445,5.0,72.0,70.83333333333334,51.0,72.0,61.111111111111114,44.0,72.0,34.72222222222222,25.0,72.0,4.166666666666666,3.0,72.0,33.33333333333333,24.0,72.0,8.333333333333332,6.0,72.0,58.333333333333336,42.0,72.0,4.166666666666666,3.0,72.0,12.5,9.0,72.0,83.33333333333334,60.0,72.0,0.0,0.0,72.0,13.88888888888889,10.0,72.0,86.11111111111111,62.0,72.0,25.0,18.0,72.0,41.66666666666667,30.0,72.0,33.33333333333333,24.0,72.0
25,0,0.1,0.05,493,0.3868628133715529,3.984928479034574,78.26086956521739,36.0,46.0,2.1739130434782608,1.0,46.0,19.565217391304348,9.0,46.0,56.52173913043478,26.0,46.0,30.434782608695656,14.0,46.0,13.043478260869565,6.0,46.0,76.08695652173914,35.0,46.0,2.1739130434782608,1.0,46.0,21.73913043478261,10.0,46.0,2.1739130434782608,1.0,46.0,82.6086956521739,38.0,46.0,15.217391304347828,7.0,46.0,0.0,0.0,46.0,6.521739130434782,3.0,46.0,93.47826086956522,43.0,46.0,15.217391304347828,7.0,46.0,69.56521739130434,32.0,46.0,15.217391304347828,7.0,46.0
26,0,0.2,0.1,468,0.3189020323265038,6.950993663069017,47.19101123595505,84.0,178.0,4.49438202247191,8.0,178.0,48.31460674157304,86.0,178.0,77.52808988764045,138.0,178.0,12.921348314606742,23.0,178.0,9.550561797752808,17.0,178.0,77.52808988764045,138.0,178.0,5.056179775280898,9.0,178.0,17.415730337078653,31.0,178.0,10.674157303370785,19.0,178.0,5.056179775280898,9.0,178.0,84.26966292134831,150.0,178.0,2.247191011235955,4.0,178.0,10.112359550561797,18.0,178.0,87.64044943820225,156.0,178.0,43.82022471910113,78.0,178.0,7.865168539325842,14.0,178.0,48.31460674157304,86.0,178.0
27,0,0.2,0.1,469,0.2825020306619603,8.352415622148328,79.11646586345381,197.0,249.0,4.417670682730924,11.0,249.0,16.46586345381526,41.0,249.0,53.81526104417671,134.0,249.0,36.144578313253014,90.0,249.0,10.040160642570282,25.0,249.0,86.34538152610442,215.0,249.0,3.614457831325301,9.0,249.0,10.040160642570282,25.0,249.0,3.614457831325301,9.0,249.0,28.915662650602407,72.0,249.0,67.46987951807229,168.0,249.0,7.228915662650602,18.0,249.0,32.53012048192771,81.0,249.0,60.24096385542169,150.0,249.0,54.61847389558233,136.0,249.0,28.915662650602407,72.0,249.0,16.46586345381526,41.0,249.0
28,0,0.2,0.1,470,1.3193034110482738,6.268573282628679,62.5,65.0,104.0,7.6923076923076925,8.0,104.0,29.807692307692307,31.0,104.0,50.96153846153846,53.0,104.0,37.5,39.0,104.0,11.538461538461538,12.0,104.0,68.26923076923077,71.0,104.0,9.615384615384617,10.0,104.0,22.115384615384613,23.0,104.0,4.807692307692308,5.0,104.0,6.730769230769231,7.0,104.0,88.46153846153845,92.0,104.0,0.9615384615384616,1.0,104.0,12.5,13.0,104.0,86.53846153846155,90.0,104.0,55.769230769230774,58.0,104.0,30.76923076923077,32.0,104.0,13.461538461538462,14.0,104.0
29,0,0.2,0.1,471,0.3890655337937354,4.344489121501705,49.586776859504134,60.0,121.0,0.0,0.0,121.0,50.413223140495866,61.0,121.0,56.19834710743802,68.0,121.0,37.1900826446281,45.0,121.0,6.6115702479338845,8.0,121.0,57.02479338842975,69.0,121.0,5.785123966942149,7.0,121.0,37.1900826446281,45.0,121.0,0.0,0.0,121.0,5.785123966942149,7.0,121.0,94.21487603305785,114.0,121.0,0.0,0.0,121.0,4.132231404958678,5.0,121.0,95.86776859504133,116.0,121.0,68.59504132231406,83.0,121.0,11.570247933884298,14.0,121.0,19.834710743801654,24.0,121.0
30,0,0.2,0.1,472,0.3013594950910494,8.544286727580078,53.62318840579711,148.0,276.0,8.333333333333332,23.0,276.0,38.04347826086957,105.0,276.0,46.3768115942029,128.0,276.0,39.85507246376812,110.0,276.0,13.768115942028986,38.0,276.0,47.10144927536232,130.0,276.0,26.08695652173913,72.0,276.0,26.811594202898554,74.0,276.0,4.3478260869565215,12.0,276.0,14.492753623188406,40.0,276.0,81.15942028985508,224.0,276.0,0.0,0.0,276.0,2.536231884057971,7.0,276.0,97.46376811594203,269.0,276.0,42.7536231884058,118.0,276.0,42.028985507246375,116.0,276.0,15.217391304347828,42.0,276.0
31,0,0.2,0.1,473,0.5122820986064791,5.138384555379753,38.88888888888889,21.0,54.0,0.0,0.0,54.0,61.111111111111114,33.0,54.0,51.85185185185185,28.0,54.0,46.2962962962963,25.0,54.0,1.8518518518518516,1.0,54.0,59.25925925925925,32.0,54.0,3.7037037037037033,2.0,54.0,37.03703703703704,20.0,54.0,0.0,0.0,54.0,5.555555555555555,3.0,54.0,94.44444444444444,51.0,54.0,0.0,0.0,54.0,3.7037037037037033,2.0,54.0,96.29629629629629,52.0,54.0,59.25925925925925,32.0,54.0,12.962962962962962,7.0,54.0,27.77777777777778,15.0,54.0
32,0,0.2,0.1,474,0.6737866060224728,4.906478440953618,55.33980582524271,57.0,103.0,2.912621359223301,3.0,103.0,41.74757281553398,43.0,103.0,37.86407766990291,39.0,103.0,51.45631067961165,53.0,103.0,10.679611650485436,11.0,103.0,70.87378640776699,73.0,103.0,22.330097087378643,23.0,103.0,6.796116504854369,7.0,103.0,7.766990291262135,8.0,103.0,9.70873786407767,10.0,103.0,82.52427184466019,85.0,103.0,0.0,0.0,103.0,0.9708737864077669,1.0,103.0,99.02912621359224,102.0,103.0,62.13592233009708,64.0,103.0,23.300970873786408,24.0,103.0,14.563106796116504,15.0,103.0
33,0,0.2,0.1,475,0.7267515155042704,7.112337484766177,93.84615384615384,122.0,130.0,1.5384615384615385,2.0,130.0,4.615384615384616,6.0,130.0,50.76923076923077,66.0,130.0,35.38461538461539,46.0,130.0,13.846153846153847,18.0,130.0,76.15384615384615,99.0,130.0,16.923076923076923,22.0,130.0,6.923076923076923,9.0,130.0,21.53846153846154,28.0,130.0,24.615384615384617,32.0,130.0,53.84615384615385,70.0,130.0,1.5384615384615385,2.0,130.0,16.153846153846153,21.0,130.0,82.3076923076923,107.0,130.0,45.38461538461539,59.0,130.0,43.07692307692308,56.0,130.0,11.538461538461538,15.0,130.0
34,0,0.2,0.1,476,0.644935500933094,5.7622413105392845,51.162790697674424,88.0,172.0,4.069767441860465,7.0,172.0,44.76744186046512,77.0,172.0,66.27906976744185,114.0,172.0,29.069767441860467,50.0,172.0,4.651162790697675,8.0,172.0,33.13953488372093,57.0,172.0,54.65116279069767,94.0,172.0,12.209302325581394,21.0,172.0,9.30232558139535,16.0,172.0,13.372093023255813,23.0,172.0,77.32558139534885,133.0,172.0,0.0,0.0,172.0,2.9069767441860463,5.0,172.0,97.09302325581395,167.0,172.0,47.674418604651166,82.0,172.0,26.744186046511626,46.0,172.0,25.581395348837212,44.0,172.0
35,0,0.2,0.1,477,0.447101568141849,7.12991667043735,74.82014388489209,104.0,139.0,2.158273381294964,3.0,139.0,23.021582733812952,32.0,139.0,51.798561151079134,72.0,139.0,36.69064748201439,51.0,139.0,11.510791366906476,16.0,139.0,57.55395683453237,80.0,139.0,33.093525179856115,46.0,139.0,9.352517985611511,13.0,139.0,25.899280575539567,36.0,139.0,17.26618705035971,24.0,139.0,56.83453237410072,79.0,139.0,5.755395683453238,8.0,139.0,12.949640287769784,18.0,139.0,81.29496402877699,113.0,139.0,43.884892086330936,61.0,139.0,31.654676258992804,44.0,139.0,24.46043165467626,34.0,139.0
36,0,0.2,0.1,478,2.625797372566539,7.707536576460333,81.08108108108108,30.0,37.0,2.7027027027027026,1.0,37.0,16.216216216216218,6.0,37.0,45.94594594594595,17.0,37.0,16.216216216216218,6.0,37.0,37.83783783783784,14.0,37.0,86.48648648648648,32.0,37.0,5.405405405405405,2.0,37.0,8.108108108108109,3.0,37.0,48.64864864864865,18.0,37.0,18.91891891891892,7.0,37.0,32.432432432432435,12.0,37.0,0.0,0.0,37.0,5.405405405405405,2.0,37.0,94.5945945945946,35.0,37.0,18.91891891891892,7.0,37.0,27.027027027027028,10.0,37.0,54.054054054054056,20.0,37.0
37,0,0.2,0.1,479,0.7124221515124457,6.274767351064099,60.43956043956044,110.0,182.0,12.087912087912088,22.0,182.0,27.472527472527474,50.0,182.0,55.494505494505496,101.0,182.0,37.91208791208791,69.0,182.0,6.593406593406594,12.0,182.0,80.76923076923077,147.0,182.0,10.43956043956044,19.0,182.0,8.791208791208792,16.0,182.0,24.725274725274726,45.0,182.0,11.538461538461538,21.0,182.0,63.73626373626373,116.0,182.0,1.6483516483516485,3.0,182.0,0.5494505494505495,1.0,182.0,97.8021978021978,178.0,182.0,60.43956043956044,110.0,182.0,32.967032967032964,60.0,182.0,6.593406593406594,12.0,182.0
38,0,0.2,0.1,480,1.9066164278223092,8.739456882786143,48.38709677419355,60.0,124.0,2.4193548387096775,3.0,124.0,49.193548387096776,61.0,124.0,67.74193548387096,84.0,124.0,25.0,31.0,124.0,7.258064516129033,9.0,124.0,56.451612903225815,70.0,124.0,29.03225806451613,36.0,124.0,14.516129032258066,18.0,124.0,11.29032258064516,14.0,124.0,28.225806451612907,35.0,124.0,60.483870967741936,75.0,124.0,0.0,0.0,124.0,6.451612903225806,8.0,124.0,93.54838709677419,116.0,124.0,46.774193548387096,58.0,124.0,49.193548387096776,61.0,124.0,4.032258064516129,5.0,124.0
39,0,0.2,0.1,481,0.10089243824369076,6.93007016149206,62.11180124223602,100.0,161.0,3.7267080745341614,6.0,161.0,34.161490683229815,55.0,161.0,64.59627329192547,104.0,161.0,25.465838509316768,41.0,161.0,9.937888198757763,16.0,161.0,71.42857142857143,115.0,161.0,13.664596273291925,22.0,161.0,14.906832298136646,24.0,161.0,13.664596273291925,22.0,161.0,16.77018633540373,27.0,161.0,69.56521739130434,112.0,161.0,0.6211180124223602,1.0,161.0,4.3478260869565215,7.0,161.0,95.03105590062113,153.0,161.0,47.82608695652174,77.0,161.0,27.95031055900621,45.0,161.0,24.22360248447205,39.0,161.0
