,From,To,Mid,District,Floor,Top,BF_RUD,BF_RUD_AV,BF_RUD_TV,BF_INT,BF_INT_AV,BF_INT_TV,BF_ADV,BF_ADV_AV,BF_ADV_TV,CHH_RUD,CHH_RUD_AV,CHH_RUD_TV,CHH_INT,CHH_INT_AV,CHH_INT_TV,CHH_ADV,CHH_ADV_AV,CHH_ADV_TV,FC_RUD,FC_RUD_AV,FC_RUD_TV,FC_INT,FC_INT_AV,FC_INT_TV,MSW_RUD,MSW_RUD_AV,MSW_RUD_TV,MSW_INT,MSW_INT_AV,MSW_INT_TV,MSW_ADV,MSW_ADV_AV,MSW_ADV_TV,MSL_RUD,MSL_RUD_AV,MSL_RUD_TV,MSL_INT,MSL_INT_AV,MSL_INT_TV,EMP_UN,EMP_UN_AV,EMP_UN_TV,EMP_AL,EMP_AL_AV,EMP_AL_TV,EMP_NAL,EMP_NAL_AV,EMP_NAL_TV
40,0,0.30000000000000004,0.15000000000000002,600,1.7167825968213115,8.68899554263922,0.0,0.0,36.0,0.0,0.0,36.0,100.0,36.0,36.0,83.33333333333334,30.0,36.0,16.666666666666664,6.0,36.0,0.0,0.0,36.0,13.88888888888889,5.0,36.0,86.11111111111111,31.0,36.0,88.88888888888889,32.0,36.0,0.0,0.0,36.0,11.11111111111111,4.0,36.0,0.0,0.0,36.0,100.0,36.0,36.0,0.0,0.0,36.0,0.0,0.0,36.0,100.0,36.0,36.0
41,0,0.30000000000000004,0.15000000000000002,601,0.3435411997273937,6.5489720709384525,0.0,0.0,39.0,25.64102564102564,10.0,39.0,74.35897435897436,29.0,39.0,53.84615384615385,21.0,39.0,46.15384615384615,18.0,39.0,0.0,0.0,39.0,43.58974358974359,17.0,39.0,56.41025641025641,22.0,39.0,84.61538461538461,33.0,39.0,0.0,0.0,39.0,15.384615384615385,6.0,39.0,0.0,0.0,39.0,100.0,39.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,100.0,39.0,39.0
42,0,0.4,0.2,588,2.2443653886820787,12.49546823378077,0.0,0.0,57.0,5.263157894736842,3.0,57.0,94.73684210526315,54.0,57.0,82.45614035087719,47.0,57.0,17.543859649122805,10.0,57.0,0.0,0.0,57.0,38.59649122807017,22.0,57.0,61.40350877192983,35.0,57.0,100.0,57.0,57.0,0.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,57.0,100.0,57.0,57.0,1.7543859649122806,1.0,57.0,0.0,0.0,57.0,98.24561403508771,56.0,57.0
43,0,0.4,0.2,589,0.2888743699587139,8.666648422932415,0.0,0.0,72.0,11.11111111111111,8.0,72.0,88.88888888888889,64.0,72.0,100.0,72.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,80.55555555555556,58.0,72.0,19.444444444444446,14.0,72.0,100.0,72.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,100.0,72.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,100.0,72.0,72.0
44,0,0.4,0.2,590,32.88734408553906,47.21320250472138,0.0,0.0,19.0,5.263157894736842,1.0,19.0,94.73684210526315,18.0,19.0,0.0,0.0,19.0,100.0,19.0,19.0,0.0,0.0,19.0,100.0,19.0,19.0,0.0,0.0,19.0,100.0,19.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,26.31578947368421,5.0,19.0,73.68421052631578,14.0,19.0,78.94736842105263,15.0,19.0,5.263157894736842,1.0,19.0,15.789473684210526,3.0,19.0
45,0,0.4,0.2,591,10.048340104658148,36.33119225944149,0.0,0.0,59.0,1.694915254237288,1.0,59.0,98.30508474576271,58.0,59.0,71.1864406779661,42.0,59.0,28.8135593220339,17.0,59.0,0.0,0.0,59.0,100.0,59.0,59.0,0.0,0.0,59.0,100.0,59.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,3.389830508474576,2.0,59.0,96.61016949152543,57.0,59.0,5.084745762711865,3.0,59.0,0.0,0.0,59.0,94.91525423728814,56.0,59.0
46,0,0.4,0.2,592,57.553265517529965,92.29862351807593,0.0,0.0,66.0,18.181818181818183,12.0,66.0,81.81818181818183,54.0,66.0,69.6969696969697,46.0,66.0,30.303030303030305,20.0,66.0,0.0,0.0,66.0,100.0,66.0,66.0,0.0,0.0,66.0,100.0,66.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,100.0,66.0,66.0,16.666666666666664,11.0,66.0,0.0,0.0,66.0,83.33333333333334,55.0,66.0
47,0,0.4,0.2,593,43.505216021854096,71.77506917651014,4.477611940298507,3.0,67.0,53.73134328358209,36.0,67.0,41.7910447761194,28.0,67.0,32.83582089552239,22.0,67.0,65.67164179104478,44.0,67.0,1.4925373134328357,1.0,67.0,64.17910447761194,43.0,67.0,35.82089552238806,24.0,67.0,23.88059701492537,16.0,67.0,0.0,0.0,67.0,76.11940298507463,51.0,67.0,5.970149253731343,4.0,67.0,94.02985074626866,63.0,67.0,7.462686567164178,5.0,67.0,7.462686567164178,5.0,67.0,85.07462686567165,57.0,67.0
48,0,0.4,0.2,594,52.21012483865696,84.52735853397567,0.0,0.0,143.0,11.888111888111888,17.0,143.0,88.11188811188812,126.0,143.0,58.74125874125874,84.0,143.0,41.25874125874126,59.0,143.0,0.0,0.0,143.0,26.573426573426573,38.0,143.0,73.42657342657343,105.0,143.0,86.01398601398601,123.0,143.0,4.895104895104895,7.0,143.0,9.090909090909092,13.0,143.0,0.0,0.0,143.0,100.0,143.0,143.0,0.6993006993006993,1.0,143.0,0.0,0.0,143.0,99.3006993006993,142.0,143.0
49,0,0.4,0.2,595,5.985442911713947,35.95903583646685,0.0,0.0,67.0,34.32835820895522,23.0,67.0,65.67164179104478,44.0,67.0,70.1492537313433,47.0,67.0,29.850746268656714,20.0,67.0,0.0,0.0,67.0,50.74626865671642,34.0,67.0,49.25373134328358,33.0,67.0,97.01492537313433,65.0,67.0,0.0,0.0,67.0,2.9850746268656714,2.0,67.0,1.4925373134328357,1.0,67.0,98.50746268656717,66.0,67.0,1.4925373134328357,1.0,67.0,0.0,0.0,67.0,98.50746268656717,66.0,67.0
50,0,0.4,0.2,596,3.631075209842181,18.7841155300936,4.0,1.0,25.0,28.000000000000004,7.0,25.0,68.0,17.0,25.0,8.0,2.0,25.0,92.0,23.0,25.0,0.0,0.0,25.0,100.0,25.0,25.0,0.0,0.0,25.0,92.0,23.0,25.0,0.0,0.0,25.0,8.0,2.0,25.0,4.0,1.0,25.0,96.0,24.0,25.0,20.0,5.0,25.0,28.000000000000004,7.0,25.0,52.0,13.0,25.0
51,0,0.4,0.2,597,2.5663192673185877,9.493710179261424,0.0,0.0,43.0,11.627906976744185,5.0,43.0,88.37209302325581,38.0,43.0,62.7906976744186,27.0,43.0,37.2093023255814,16.0,43.0,0.0,0.0,43.0,34.883720930232556,15.0,43.0,65.11627906976744,28.0,43.0,97.67441860465115,42.0,43.0,0.0,0.0,43.0,2.3255813953488373,1.0,43.0,0.0,0.0,43.0,100.0,43.0,43.0,0.0,0.0,43.0,0.0,0.0,43.0,100.0,43.0,43.0
52,0,0.4,0.2,598,2.654944845841716,10.633674792142209,0.0,0.0,47.0,10.638297872340425,5.0,47.0,89.36170212765957,42.0,47.0,70.2127659574468,33.0,47.0,29.78723404255319,14.0,47.0,0.0,0.0,47.0,6.382978723404255,3.0,47.0,93.61702127659575,44.0,47.0,74.46808510638297,35.0,47.0,2.127659574468085,1.0,47.0,23.404255319148938,11.0,47.0,0.0,0.0,47.0,100.0,47.0,47.0,8.51063829787234,4.0,47.0,0.0,0.0,47.0,91.48936170212765,43.0,47.0
53,0,0.4,0.2,599,2.16079077058668,9.931289073059533,0.0,0.0,27.0,62.96296296296296,17.0,27.0,37.03703703703704,10.0,27.0,62.96296296296296,17.0,27.0,37.03703703703704,10.0,27.0,0.0,0.0,27.0,37.03703703703704,10.0,27.0,62.96296296296296,17.0,27.0,92.5925925925926,25.0,27.0,0.0,0.0,27.0,7.4074074074074066,2.0,27.0,0.0,0.0,27.0,100.0,27.0,27.0,11.11111111111111,3.0,27.0,0.0,0.0,27.0,88.88888888888889,24.0,27.0
54,0,0.4,0.2,600,1.7167825968213115,11.87231293216385,0.0,0.0,48.0,4.166666666666666,2.0,48.0,95.83333333333334,46.0,48.0,81.25,39.0,48.0,18.75,9.0,48.0,0.0,0.0,48.0,20.833333333333336,10.0,48.0,79.16666666666666,38.0,48.0,85.41666666666666,41.0,48.0,0.0,0.0,48.0,14.583333333333334,7.0,48.0,0.0,0.0,48.0,100.0,48.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,100.0,48.0,48.0
55,0,0.4,0.2,601,0.3435411997273937,7.6346136854402555,0.0,0.0,52.0,30.76923076923077,16.0,52.0,69.23076923076923,36.0,52.0,48.07692307692308,25.0,52.0,51.92307692307693,27.0,52.0,0.0,0.0,52.0,50.0,26.0,52.0,50.0,26.0,52.0,84.61538461538461,44.0,52.0,0.0,0.0,52.0,15.384615384615385,8.0,52.0,0.0,0.0,52.0,100.0,52.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,100.0,52.0,52.0
56,0,0.5,0.25,588,2.2443653886820787,14.085279323171234,0.0,0.0,73.0,6.8493150684931505,5.0,73.0,93.15068493150685,68.0,73.0,75.34246575342466,55.0,73.0,24.65753424657534,18.0,73.0,0.0,0.0,73.0,47.94520547945205,35.0,73.0,52.054794520547944,38.0,73.0,100.0,73.0,73.0,0.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,73.0,100.0,73.0,73.0,4.10958904109589,3.0,73.0,0.0,0.0,73.0,95.8904109589041,70.0,73.0
57,0,0.5,0.25,589,0.2888743699587139,9.873696106060848,0.0,0.0,90.0,8.88888888888889,8.0,90.0,91.11111111111111,82.0,90.0,100.0,90.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,84.44444444444444,76.0,90.0,15.555555555555555,14.0,90.0,100.0,90.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,100.0,90.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,100.0,90.0,90.0
58,0,0.5,0.25,590,32.88734408553906,49.69200808214828,0.0,0.0,24.0,4.166666666666666,1.0,24.0,95.83333333333334,23.0,24.0,8.333333333333332,2.0,24.0,91.66666666666666,22.0,24.0,0.0,0.0,24.0,95.83333333333334,23.0,24.0,4.166666666666666,1.0,24.0,100.0,24.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,20.833333333333336,5.0,24.0,79.16666666666666,19.0,24.0,70.83333333333334,17.0,24.0,4.166666666666666,1.0,24.0,25.0,6.0,24.0
59,0,0.5,0.25,591,10.048340104658148,44.895900067516145,0.0,0.0,74.0,1.3513513513513513,1.0,74.0,98.64864864864865,73.0,74.0,66.21621621621621,49.0,74.0,33.78378378378378,25.0,74.0,0.0,0.0,74.0,100.0,74.0,74.0,0.0,0.0,74.0,100.0,74.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,2.7027027027027026,2.0,74.0,97.2972972972973,72.0,74.0,4.054054054054054,3.0,74.0,0.0,0.0,74.0,95.94594594594594,71.0,74.0
60,0,0.5,0.25,592,57.553265517529965,95.85361951334706,0.0,0.0,81.0,19.753086419753085,16.0,81.0,80.24691358024691,65.0,81.0,75.30864197530865,61.0,81.0,24.691358024691358,20.0,81.0,0.0,0.0,81.0,100.0,81.0,81.0,0.0,0.0,81.0,100.0,81.0,81.0,0.0,0.0,81.0,0.0,0.0,81.0,0.0,0.0,81.0,100.0,81.0,81.0,22.22222222222222,18.0,81.0,0.0,0.0,81.0,77.77777777777779,63.0,81.0
61,0,0.5,0.25,593,43.505216021854096,75.50887126887649,4.761904761904762,4.0,84.0,53.57142857142857,45.0,84.0,41.66666666666667,35.0,84.0,29.761904761904763,25.0,84.0,67.85714285714286,57.0,84.0,2.380952380952381,2.0,84.0,70.23809523809523,59.0,84.0,29.761904761904763,25.0,84.0,29.761904761904763,25.0,84.0,0.0,0.0,84.0,70.23809523809523,59.0,84.0,5.952380952380952,5.0,84.0,94.04761904761905,79.0,84.0,7.142857142857142,6.0,84.0,7.142857142857142,6.0,84.0,85.71428571428571,72.0,84.0
62,0,0.5,0.25,594,52.21012483865696,90.71686508850007,0.0,0.0,177.0,12.429378531073446,22.0,177.0,87.57062146892656,155.0,177.0,57.06214689265536,101.0,177.0,42.93785310734463,76.0,177.0,0.0,0.0,177.0,27.683615819209038,49.0,177.0,72.31638418079096,128.0,177.0,85.87570621468926,152.0,177.0,3.954802259887006,7.0,177.0,10.16949152542373,18.0,177.0,0.0,0.0,177.0,100.0,177.0,177.0,1.1299435028248588,2.0,177.0,0.0,0.0,177.0,98.87005649717514,175.0,177.0
63,0,0.5,0.25,595,5.985442911713947,39.100640830846096,0.0,0.0,83.0,39.75903614457831,33.0,83.0,60.24096385542169,50.0,83.0,75.90361445783132,63.0,83.0,24.096385542168676,20.0,83.0,0.0,0.0,83.0,46.98795180722892,39.0,83.0,53.01204819277109,44.0,83.0,95.18072289156626,79.0,83.0,0.0,0.0,83.0,4.819277108433735,4.0,83.0,1.2048192771084338,1.0,83.0,98.79518072289156,82.0,83.0,1.2048192771084338,1.0,83.0,0.0,0.0,83.0,98.79518072289156,82.0,83.0
64,0,0.5,0.25,596,3.631075209842181,21.279929574198164,6.25,2.0,32.0,28.125,9.0,32.0,65.625,21.0,32.0,6.25,2.0,32.0,90.625,29.0,32.0,3.125,1.0,32.0,100.0,32.0,32.0,0.0,0.0,32.0,90.625,29.0,32.0,0.0,0.0,32.0,9.375,3.0,32.0,3.125,1.0,32.0,96.875,31.0,32.0,21.875,7.0,32.0,28.125,9.0,32.0,50.0,16.0,32.0
65,0,0.5,0.25,597,2.5663192673185877,11.152671555672665,0.0,0.0,53.0,9.433962264150944,5.0,53.0,90.56603773584906,48.0,53.0,60.37735849056604,32.0,53.0,39.62264150943396,21.0,53.0,0.0,0.0,53.0,39.62264150943396,21.0,53.0,60.37735849056604,32.0,53.0,98.11320754716981,52.0,53.0,0.0,0.0,53.0,1.8867924528301887,1.0,53.0,0.0,0.0,53.0,100.0,53.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,100.0,53.0,53.0
66,0,0.5,0.25,598,2.654944845841716,11.323478716002695,0.0,0.0,59.0,8.47457627118644,5.0,59.0,91.52542372881356,54.0,59.0,64.40677966101694,38.0,59.0,35.59322033898305,21.0,59.0,0.0,0.0,59.0,8.47457627118644,5.0,59.0,91.52542372881356,54.0,59.0,71.1864406779661,42.0,59.0,1.694915254237288,1.0,59.0,27.11864406779661,16.0,59.0,0.0,0.0,59.0,100.0,59.0,59.0,11.864406779661017,7.0,59.0,0.0,0.0,59.0,88.13559322033898,52.0,59.0
67,0,0.5,0.25,599,2.16079077058668,10.962241779049897,0.0,0.0,33.0,60.60606060606061,20.0,33.0,39.39393939393939,13.0,33.0,63.63636363636363,21.0,33.0,36.36363636363637,12.0,33.0,0.0,0.0,33.0,33.33333333333333,11.0,33.0,66.66666666666666,22.0,33.0,93.93939393939394,31.0,33.0,0.0,0.0,33.0,6.0606060606060606,2.0,33.0,0.0,0.0,33.0,100.0,33.0,33.0,12.121212121212121,4.0,33.0,0.0,0.0,33.0,87.87878787878788,29.0,33.0
68,0,0.5,0.25,600,1.7167825968213115,14.788450821263206,0.0,0.0,60.0,8.333333333333332,5.0,60.0,91.66666666666666,55.0,60.0,80.0,48.0,60.0,20.0,12.0,60.0,0.0,0.0,60.0,26.666666666666668,16.0,60.0,73.33333333333333,44.0,60.0,88.33333333333333,53.0,60.0,0.0,0.0,60.0,11.666666666666666,7.0,60.0,0.0,0.0,60.0,100.0,60.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,100.0,60.0,60.0
69,0,0.5,0.25,601,0.3435411997273937,9.3155300517235,0.0,0.0,64.0,32.8125,21.0,64.0,67.1875,43.0,64.0,39.0625,25.0,64.0,60.9375,39.0,64.0,0.0,0.0,64.0,51.5625,33.0,64.0,48.4375,31.0,64.0,84.375,54.0,64.0,1.5625,1.0,64.0,14.0625,9.0,64.0,0.0,0.0,64.0,100.0,64.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,100.0,64.0,64.0
70,0,0.6,0.3,588,2.2443653886820787,15.466182333150002,0.0,0.0,86.0,11.627906976744185,10.0,86.0,88.37209302325581,76.0,86.0,74.4186046511628,64.0,86.0,25.581395348837212,22.0,86.0,0.0,0.0,86.0,50.0,43.0,86.0,50.0,43.0,86.0,100.0,86.0,86.0,0.0,0.0,86.0,0.0,0.0,86.0,0.0,0.0,86.0,100.0,86.0,86.0,4.651162790697675,4.0,86.0,0.0,0.0,86.0,95.34883720930233,82.0,86.0
71,0,0.6,0.3,589,0.2888743699587139,11.26843207993199,0.0,0.0,106.0,7.547169811320755,8.0,106.0,92.45283018867924,98.0,106.0,98.11320754716981,104.0,106.0,1.8867924528301887,2.0,106.0,0.0,0.0,106.0,86.79245283018868,92.0,106.0,13.20754716981132,14.0,106.0,100.0,106.0,106.0,0.0,0.0,106.0,0.0,0.0,106.0,0.0,0.0,106.0,100.0,106.0,106.0,0.0,0.0,106.0,0.0,0.0,106.0,100.0,106.0,106.0
72,0,0.6,0.3,590,32.88734408553906,51.08330717617113,0.0,0.0,29.0,3.4482758620689653,1.0,29.0,96.55172413793103,28.0,29.0,10.344827586206897,3.0,29.0,89.65517241379311,26.0,29.0,0.0,0.0,29.0,96.55172413793103,28.0,29.0,3.4482758620689653,1.0,29.0,100.0,29.0,29.0,0.0,0.0,29.0,0.0,0.0,29.0,17.24137931034483,5.0,29.0,82.75862068965517,24.0,29.0,62.06896551724138,18.0,29.0,6.896551724137931,2.0,29.0,31.03448275862069,9.0,29.0
73,0,0.6,0.3,591,10.048340104658148,51.96949747507845,0.0,0.0,88.0,1.1363636363636365,1.0,88.0,98.86363636363636,87.0,88.0,67.04545454545455,59.0,88.0,32.95454545454545,29.0,88.0,0.0,0.0,88.0,100.0,88.0,88.0,0.0,0.0,88.0,100.0,88.0,88.0,0.0,0.0,88.0,0.0,0.0,88.0,2.272727272727273,2.0,88.0,97.72727272727273,86.0,88.0,4.545454545454546,4.0,88.0,0.0,0.0,88.0,95.45454545454545,84.0,88.0
74,0,0.6,0.3,592,57.553265517529965,99.95542002447058,0.0,0.0,97.0,22.68041237113402,22.0,97.0,77.31958762886599,75.0,97.0,79.38144329896907,77.0,97.0,20.618556701030926,20.0,97.0,0.0,0.0,97.0,100.0,97.0,97.0,0.0,0.0,97.0,100.0,97.0,97.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0,0.0,97.0,100.0,97.0,97.0,21.649484536082475,21.0,97.0,0.0,0.0,97.0,78.35051546391753,76.0,97.0
75,0,0.6,0.3,593,43.505216021854096,80.23258512186243,4.0,4.0,100.0,55.00000000000001,55.0,100.0,41.0,41.0,100.0,30.0,30.0,100.0,68.0,68.0,100.0,2.0,2.0,100.0,71.0,71.0,100.0,28.999999999999996,29.0,100.0,36.0,36.0,100.0,0.0,0.0,100.0,64.0,64.0,100.0,5.0,5.0,100.0,95.0,95.0,100.0,7.000000000000001,7.0,100.0,6.0,6.0,100.0,87.0,87.0,100.0
76,0,0.6,0.3,594,52.21012483865696,95.31522157446453,0.0,0.0,212.0,14.622641509433961,31.0,212.0,85.37735849056604,181.0,212.0,57.07547169811321,121.0,212.0,42.924528301886795,91.0,212.0,0.0,0.0,212.0,30.660377358490564,65.0,212.0,69.33962264150944,147.0,212.0,83.49056603773585,177.0,212.0,5.188679245283019,11.0,212.0,11.320754716981133,24.0,212.0,0.0,0.0,212.0,100.0,212.0,212.0,0.9433962264150944,2.0,212.0,0.0,0.0,212.0,99.05660377358491,210.0,212.0
77,0,0.6,0.3,595,5.985442911713947,41.9848246142288,0.0,0.0,98.0,39.795918367346935,39.0,98.0,60.204081632653065,59.0,98.0,73.46938775510205,72.0,98.0,26.53061224489796,26.0,98.0,0.0,0.0,98.0,41.83673469387755,41.0,98.0,58.16326530612245,57.0,98.0,89.79591836734694,88.0,98.0,0.0,0.0,98.0,10.204081632653061,10.0,98.0,1.0204081632653061,1.0,98.0,98.9795918367347,97.0,98.0,1.0204081632653061,1.0,98.0,0.0,0.0,98.0,98.9795918367347,97.0,98.0
78,0,0.6,0.3,596,3.631075209842181,24.633391438359883,7.894736842105263,3.0,38.0,23.684210526315788,9.0,38.0,68.42105263157895,26.0,38.0,5.263157894736842,2.0,38.0,86.8421052631579,33.0,38.0,7.894736842105263,3.0,38.0,100.0,38.0,38.0,0.0,0.0,38.0,89.47368421052632,34.0,38.0,0.0,0.0,38.0,10.526315789473683,4.0,38.0,5.263157894736842,2.0,38.0,94.73684210526315,36.0,38.0,21.052631578947366,8.0,38.0,34.21052631578947,13.0,38.0,44.73684210526316,17.0,38.0
79,0,0.6,0.3,597,2.5663192673185877,13.162267452451935,0.0,0.0,64.0,15.625,10.0,64.0,84.375,54.0,64.0,56.25,36.0,64.0,43.75,28.0,64.0,0.0,0.0,64.0,40.625,26.0,64.0,59.375,38.0,64.0,98.4375,63.0,64.0,0.0,0.0,64.0,1.5625,1.0,64.0,0.0,0.0,64.0,100.0,64.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,100.0,64.0,64.0
80,0,0.6,0.3,598,2.654944845841716,13.209199156228735,0.0,0.0,70.0,11.428571428571429,8.0,70.0,88.57142857142857,62.0,70.0,58.57142857142858,41.0,70.0,41.42857142857143,29.0,70.0,0.0,0.0,70.0,8.571428571428571,6.0,70.0,91.42857142857143,64.0,70.0,72.85714285714285,51.0,70.0,2.857142857142857,2.0,70.0,24.285714285714285,17.0,70.0,0.0,0.0,70.0,100.0,70.0,70.0,14.285714285714285,10.0,70.0,0.0,0.0,70.0,85.71428571428571,60.0,70.0
81,0,0.6,0.3,599,2.16079077058668,13.050741767408097,0.0,0.0,40.0,60.0,24.0,40.0,40.0,16.0,40.0,65.0,26.0,40.0,35.0,14.0,40.0,0.0,0.0,40.0,27.500000000000004,11.0,40.0,72.5,29.0,40.0,95.0,38.0,40.0,0.0,0.0,40.0,5.0,2.0,40.0,0.0,0.0,40.0,100.0,40.0,40.0,15.0,6.0,40.0,0.0,0.0,40.0,85.0,34.0,40.0
82,0,0.6,0.3,600,1.7167825968213115,19.044110865913066,0.0,0.0,70.0,12.857142857142856,9.0,70.0,87.14285714285714,61.0,70.0,71.42857142857143,50.0,70.0,28.57142857142857,20.0,70.0,0.0,0.0,70.0,37.142857142857146,26.0,70.0,62.857142857142854,44.0,70.0,90.0,63.0,70.0,0.0,0.0,70.0,10.0,7.0,70.0,0.0,0.0,70.0,100.0,70.0,70.0,1.4285714285714286,1.0,70.0,0.0,0.0,70.0,98.57142857142858,69.0,70.0
83,0,0.6,0.3,601,0.3435411997273937,11.289958005782163,0.0,0.0,77.0,33.76623376623377,26.0,77.0,66.23376623376623,51.0,77.0,36.36363636363637,28.0,77.0,63.63636363636363,49.0,77.0,0.0,0.0,77.0,50.649350649350644,39.0,77.0,49.35064935064935,38.0,77.0,87.01298701298701,67.0,77.0,1.2987012987012987,1.0,77.0,11.688311688311687,9.0,77.0,0.0,0.0,77.0,100.0,77.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,100.0,77.0,77.0
84,0,0.7,0.35,588,2.2443653886820787,17.406075270160805,0.0,0.0,100.0,14.000000000000002,14.0,100.0,86.0,86.0,100.0,73.0,73.0,100.0,27.0,27.0,100.0,0.0,0.0,100.0,53.0,53.0,100.0,47.0,47.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,4.0,4.0,100.0,0.0,0.0,100.0,96.0,96.0,100.0
85,0,0.7,0.35,589,0.2888743699587139,13.622700523277414,0.0,0.0,124.0,7.258064516129033,9.0,124.0,92.74193548387096,115.0,124.0,97.58064516129032,121.0,124.0,2.4193548387096775,3.0,124.0,0.0,0.0,124.0,88.70967741935483,110.0,124.0,11.29032258064516,14.0,124.0,100.0,124.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,100.0,124.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,100.0,124.0,124.0
86,0,0.7,0.35,590,32.88734408553906,53.82264403938936,0.0,0.0,33.0,3.0303030303030303,1.0,33.0,96.96969696969697,32.0,33.0,9.090909090909092,3.0,33.0,90.9090909090909,30.0,33.0,0.0,0.0,33.0,96.96969696969697,32.0,33.0,3.0303030303030303,1.0,33.0,100.0,33.0,33.0,0.0,0.0,33.0,0.0,0.0,33.0,15.151515151515152,5.0,33.0,84.84848484848484,28.0,33.0,60.60606060606061,20.0,33.0,6.0606060606060606,2.0,33.0,33.33333333333333,11.0,33.0
87,0,0.7,0.35,591,10.048340104658148,61.71354770492282,0.0,0.0,104.0,0.9615384615384616,1.0,104.0,99.03846153846155,103.0,104.0,68.26923076923077,71.0,104.0,31.73076923076923,33.0,104.0,0.0,0.0,104.0,100.0,104.0,104.0,0.0,0.0,104.0,100.0,104.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,1.9230769230769231,2.0,104.0,98.07692307692307,102.0,104.0,4.807692307692308,5.0,104.0,0.0,0.0,104.0,95.1923076923077,99.0,104.0
88,0,0.7,0.35,592,57.553265517529965,104.17901116183472,0.0,0.0,113.0,25.663716814159294,29.0,113.0,74.33628318584071,84.0,113.0,82.30088495575221,93.0,113.0,17.699115044247787,20.0,113.0,0.0,0.0,113.0,100.0,113.0,113.0,0.0,0.0,113.0,100.0,113.0,113.0,0.0,0.0,113.0,0.0,0.0,113.0,0.0,0.0,113.0,100.0,113.0,113.0,23.893805309734514,27.0,113.0,0.0,0.0,113.0,76.10619469026548,86.0,113.0
89,0,0.7,0.35,593,43.505216021854096,84.42861694031487,3.418803418803419,4.0,117.0,55.55555555555556,65.0,117.0,41.02564102564102,48.0,117.0,29.059829059829063,34.0,117.0,69.23076923076923,81.0,117.0,1.7094017094017095,2.0,117.0,75.21367521367522,88.0,117.0,24.786324786324787,29.0,117.0,37.60683760683761,44.0,117.0,0.0,0.0,117.0,62.39316239316239,73.0,117.0,4.273504273504273,5.0,117.0,95.72649572649573,112.0,117.0,7.6923076923076925,9.0,117.0,5.128205128205128,6.0,117.0,87.17948717948718,102.0,117.0
90,0,0.7,0.35,594,52.21012483865696,98.5310588783442,0.0,0.0,249.0,14.859437751004014,37.0,249.0,85.14056224899599,212.0,249.0,57.028112449799195,142.0,249.0,42.971887550200805,107.0,249.0,0.0,0.0,249.0,30.923694779116467,77.0,249.0,69.07630522088354,172.0,249.0,85.14056224899599,212.0,249.0,4.417670682730924,11.0,249.0,10.441767068273093,26.0,249.0,0.0,0.0,249.0,100.0,249.0,249.0,0.8032128514056224,2.0,249.0,0.0,0.0,249.0,99.19678714859438,247.0,249.0
91,0,0.7,0.35,595,5.985442911713947,46.11126247110408,0.0,0.0,116.0,37.93103448275862,44.0,116.0,62.06896551724138,72.0,116.0,76.72413793103449,89.0,116.0,23.275862068965516,27.0,116.0,0.0,0.0,116.0,36.206896551724135,42.0,116.0,63.793103448275865,74.0,116.0,82.75862068965517,96.0,116.0,0.0,0.0,116.0,17.24137931034483,20.0,116.0,0.8620689655172413,1.0,116.0,99.13793103448276,115.0,116.0,0.8620689655172413,1.0,116.0,0.0,0.0,116.0,99.13793103448276,115.0,116.0
