,State,District,Name,District_HHD_Cluster_MSL,District_HHD_Cluster_MSW,District_HHD_Cluster_CHH,District_HHD_Cluster_FC,District_HHD_Cluster_BF,District_HHD_Cluster_EMP,BF_RUD,BF_INT,BF_ADV,CHH_RUD,CHH_INT,CHH_ADV,FC_RUD,FC_INT,FC_ADV,MSW_RUD,MSW_INT,MSW_ADV,MSL_RUD,MSL_INT,MSL_ADV,EMP_UN,EMP_AL,EMP_NAL,ASSET
124,27,529,Sindhudurg,3,1,1,1,3,1,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,6.0,1.0,4.0,2
125,27,530,Kolhapur,3,3,1,3,3,1,1.0,4.0,6.0,6.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,3.0,1.0,1.0,6.0,4.0,2.0,4.0,3
126,27,531,Sangli,3,3,1,3,3,2,4.0,2.0,6.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,6.0,5.0,2.0,4.0,3
127,29,555,Belgaum,3,3,1,1,1,2,6.0,4.0,4.0,5.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,5.0,4.0,1.0,6.0,1.0,2.0,4.0,3
128,29,556,Bagalkot ,3,3,2,1,1,2,3.0,7.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,6.0,4.0,2.0,4.0,1
129,29,557,Bijapur,3,3,2,1,1,2,3.0,7.0,4.0,4.0,5.0,1.0,6.0,1.0,4.0,1.0,2.0,5.0,4.0,1.0,6.0,1.0,2.0,4.0,1
130,29,558,Bidar,3,3,2,1,1,1,3.0,7.0,1.0,1.0,5.0,5.0,6.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,6.0,5.0,2.0,4.0,2
131,29,559,Raichur,3,3,2,1,1,2,3.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,6.0,4.0,3.0,4.0,2
132,29,560,Koppal,3,3,2,1,1,2,3.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,4.0,3.0,4.0,2.0,4.0,2
133,29,561,Gadag,3,3,2,1,1,2,7.0,7.0,1.0,1.0,2.0,1.0,3.0,4.0,7.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2
134,29,562,Dharwad,3,3,1,3,3,3,3.0,1.0,4.0,1.0,2.0,1.0,6.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3
135,29,563,Uttara Kannada,3,1,2,1,3,3,2.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,6.0,1.0,5.0,4.0,3
136,29,564,Haveri,3,3,2,1,1,2,3.0,4.0,4.0,1.0,2.0,1.0,6.0,1.0,7.0,1.0,1.0,6.0,1.0,4.0,3.0,1.0,2.0,4.0,2
137,29,565,Bellary,3,3,1,1,1,2,3.0,4.0,4.0,5.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,6.0,4.0,2.0,4.0,3
138,29,566,Chitradurga,3,3,2,1,1,2,3.0,4.0,4.0,4.0,5.0,1.0,6.0,1.0,4.0,1.0,5.0,2.0,1.0,4.0,6.0,4.0,3.0,4.0,2
139,29,567,Davanagere,3,3,2,1,1,2,3.0,4.0,4.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,2.0,4.0,3
140,29,568,Shimoga,3,3,2,1,2,1,1.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,2.0,1.0,5.0,1.0,1.0,6.0,4.0,2.0,4.0,3
141,29,569,Udupi,3,1,1,1,3,3,4.0,4.0,6.0,5.0,2.0,1.0,3.0,7.0,5.0,6.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,3
142,29,570,Chikmagalur,3,3,2,1,2,2,2.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,5.0,4.0,1.0,6.0,1.0,2.0,4.0,3
143,29,571,Tumkur,3,3,2,1,1,2,7.0,1.0,4.0,5.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,5.0,1.0,1.0,6.0,4.0,2.0,4.0,3
144,29,572,Bangalore,3,3,1,3,3,3,7.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,6.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,5.0,3
145,29,573,Mandya,3,3,2,1,1,2,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,6.0,4.0,1.0,3.0,4.0,2.0,4.0,3
146,29,574,Hassan,3,3,2,1,2,2,3.0,4.0,4.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,6.0,4.0,2.0,4.0,3
147,29,575,Dakshina Kannada,3,1,1,3,3,3,4.0,2.0,6.0,5.0,2.0,4.0,3.0,7.0,5.0,2.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,6.0,3
148,29,576,Kodagu,3,1,2,1,3,3,1.0,1.0,6.0,5.0,2.0,1.0,3.0,7.0,4.0,2.0,1.0,5.0,4.0,1.0,6.0,1.0,1.0,6.0,3
149,29,577,Mysore,3,3,1,3,3,3,3.0,4.0,4.0,1.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,6.0,5.0,2.0,4.0,3
150,29,578,Chamarajanagar,3,3,2,1,1,2,3.0,4.0,4.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,6.0,5.0,2.0,1.0,2
151,29,579,Gulbarga,3,3,1,1,1,1,3.0,7.0,4.0,5.0,1.0,1.0,6.0,1.0,4.0,4.0,2.0,5.0,1.0,1.0,6.0,2.0,2.0,4.0,2
152,29,580,Yadgir,3,3,2,1,1,2,7.0,4.0,1.0,1.0,5.0,4.0,3.0,4.0,4.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,3.0,4.0,2
153,29,581,Kolar,3,3,1,1,1,1,3.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,2.0,5.0,1.0,1.0,6.0,1.0,2.0,4.0,3
154,29,582,Chikkaballapura,3,3,1,1,1,2,3.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,4.0,6.0,4.0,2.0,4.0,3
155,29,583,Bangalore Rural,3,3,1,3,2,3,4.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,5.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,3
156,29,584,Ramanagara,3,3,2,1,2,2,3.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,6.0,1.0,2.0,4.0,3
157,32,588,Kasaragod,3,1,1,1,3,3,4.0,1.0,6.0,6.0,1.0,1.0,2.0,7.0,5.0,3.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,2
158,32,589,Kannur,3,1,1,1,3,3,4.0,1.0,6.0,6.0,1.0,1.0,3.0,7.0,4.0,3.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,3
159,32,590,Wayanad,3,1,2,1,3,1,4.0,1.0,3.0,1.0,6.0,1.0,6.0,7.0,1.0,3.0,7.0,1.0,1.0,4.0,3.0,6.0,4.0,1.0,2
160,32,591,Kozhikode,3,1,1,1,3,3,4.0,1.0,3.0,6.0,1.0,1.0,3.0,7.0,1.0,3.0,7.0,1.0,1.0,4.0,3.0,1.0,1.0,6.0,3
161,32,592,Malappuram,3,1,1,1,3,3,4.0,4.0,3.0,3.0,4.0,1.0,6.0,7.0,1.0,3.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,3
162,32,593,Palakkad,3,1,1,1,2,3,7.0,5.0,2.0,1.0,5.0,1.0,6.0,7.0,1.0,2.0,7.0,5.0,1.0,4.0,3.0,1.0,4.0,3.0,3
163,32,594,Thrissur,3,1,1,3,3,3,4.0,4.0,6.0,5.0,2.0,1.0,1.0,7.0,6.0,6.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,3
164,32,595,Ernakulam,3,3,1,3,3,3,4.0,2.0,3.0,2.0,4.0,1.0,5.0,7.0,2.0,3.0,7.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,3
165,32,596,Idukki ,3,1,2,1,2,2,1.0,1.0,6.0,4.0,6.0,1.0,6.0,7.0,7.0,6.0,7.0,1.0,1.0,1.0,6.0,4.0,1.0,5.0,3
166,32,597,Kottayam,3,1,1,1,2,3,4.0,4.0,6.0,5.0,2.0,1.0,1.0,7.0,5.0,3.0,7.0,4.0,1.0,1.0,7.0,1.0,1.0,6.0,3
167,32,598,Alappuzha,3,1,1,3,2,3,4.0,1.0,6.0,5.0,1.0,1.0,1.0,7.0,6.0,2.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,6.0,3
168,32,599,Pathanamthitta,3,1,1,1,2,3,4.0,2.0,5.0,2.0,4.0,1.0,1.0,7.0,3.0,3.0,7.0,4.0,1.0,1.0,7.0,1.0,1.0,6.0,3
169,32,600,Kollam,3,1,1,3,2,3,4.0,4.0,6.0,6.0,1.0,1.0,1.0,7.0,6.0,3.0,7.0,4.0,1.0,1.0,7.0,1.0,1.0,6.0,3
170,32,601,Thiruvananthapuram,3,1,1,1,2,3,4.0,2.0,6.0,5.0,2.0,1.0,2.0,7.0,5.0,3.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,6.0,3
